split_col	model	train_n	valid_n	test_n	train_pos_rate	valid_pos_rate	test_pos_rate	valid_threshold_mcc	auprc	auroc	mcc	macro_f1	balanced_accuracy	brier	ece	precision_at_50	auprc_ci_low	auprc_ci_high
S9_full_shield_split	source_assay_only	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.42233760299115597	0.7541050784694066	0.4962352157254706	0.038983234116906594	0.5174530404903334	0.5178910544727636	0.25976920953339583	0.2655021455206727	0.66	0.7183029629254004	0.7941804982562911
S9_full_shield_split	topology_only	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.5040476673064685	0.8976331814168939	0.7781192736964849	0.3840812900081459	0.6498485573091025	0.7241879060469765	0.19421772823294584	0.1980961004652748	0.92	0.873466370764708	0.923173160681332
S9_full_shield_split	motif_only	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.481115542230851	0.8720796698317665	0.6717557887722805	0.1839693160726882	0.5729242128726665	0.6055972013993003	0.21828696398317515	0.20335973951479427	0.98	0.841722515049753	0.9008069766721353
S9_full_shield_split	sequence_logistic	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.009700199088220547	0.8116921817017847	0.5958770614692653	0.06992281815276295	0.4638479195977193	0.5112193903048475	0.28116565405806054	0.24406910643946123	0.82	0.7650783300420183	0.8496772123936667
S9_full_shield_split	sequence_random_forest	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.666425719729543	0.9198862326054709	0.7615109112110612	0.3677055862663385	0.6027153770516602	0.7124937531234383	0.16370439332308398	0.07596447227393739	1.0	0.8979464976691061	0.9443243995276307
S9_full_shield_split	ptm_delta_only	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.5656045090982896	0.7786688646701174	0.5384224554389472	0.04777240740004047	0.4503836763167074	0.5272363818090955	0.24850143511709413	0.24200060107796809	0.78	0.7327297377370592	0.8200357726111734
S9_full_shield_split	counterfactual_no_ptmchem_logistic	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.9481963610210798	0.8589549536419473	0.6673579876728302	0.19044857370364354	0.4548980388330569	0.5993253373313343	0.27320089818315946	0.24782777159259467	0.92	0.8183279591970972	0.893527078822834
S9_full_shield_split	counterfactual_logistic	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.9377950228471885	0.8587954831665012	0.6698400799600199	0.1869260684870779	0.4612820512820513	0.5989755122438781	0.2702318106379331	0.24550813155067955	0.92	0.8243751073336786	0.893210959724375
S9_full_shield_split	counterfactual_mlp	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.9988014221191406	0.8854912017499403	0.6960603031817425	0.26066564858007646	0.5426861204638982	0.6488505747126437	0.2362833657903567	0.22500455535519182	0.98	0.8560165361002934	0.9150197203983753
S9_full_shield_split	counterfactual_shuffled_labels	2677	574	573	0.6709002614867389	0.7229965156794426	0.7591623036649214	0.166974714269988	0.749053326407296	0.5011244377811094	-0.003409484468101815	0.4797394646847425	0.4988255872063968	0.29638202910859934	0.286036210681351	0.68	0.7006017609755884	0.8066928352858194
